location_id,latitude,longitude,period_1_intensity_m,period_2_intensity_m,period_3_intensity_m,period_1_variance,period_2_variance,period_3_variance,hazard_type,unit
EUR_FLOO_043462,42.02,-1.63,1.451,1.749,2.103,0.325,0.291,0.436,flood,meters
EUR_FLOO_043463,42.02,-1.54,1.578,1.938,2.429,0.375,0.374,0.555,flood,meters
EUR_FLOO_043464,42.02,-1.45,1.449,1.761,2.365,0.335,0.348,0.674,flood,meters
EUR_FLOO_043465,42.02,-1.36,1.524,1.822,2.265,0.337,0.337,0.52,flood,meters
EUR_FLOO_043466,42.02,-1.27,1.543,1.783,2.184,0.363,0.28,0.525,flood,meters
EUR_FLOO_043467,42.02,-1.18,1.517,1.776,2.214,0.314,0.294,0.478,flood,meters
EUR_FLOO_043468,42.02,-1.09,1.579,1.818,2.33,0.239,0.366,0.684,flood,meters
EUR_FLOO_043469,42.02,-1.0,1.631,1.939,2.528,0.402,0.478,0.708,flood,meters
EUR_FLOO_043470,42.02,-0.91,1.61,1.853,2.235,0.287,0.342,0.604,flood,meters
EUR_FLOO_043471,42.02,-0.82,1.612,1.915,2.484,0.304,0.434,0.563,flood,meters
EUR_FLOO_043472,42.02,-0.73,1.56,1.918,2.577,0.29,0.312,0.563,flood,meters
EUR_FLOO_043473,42.02,-0.64,1.542,1.778,2.358,0.373,0.391,0.535,flood,meters
EUR_FLOO_043474,42.02,-0.55,1.578,1.972,2.557,0.309,0.439,0.528,flood,meters
EUR_FLOO_043475,42.02,-0.46,1.521,1.896,2.31,0.24,0.296,0.619,flood,meters
EUR_FLOO_043476,42.02,-0.37,1.599,1.975,2.422,0.277,0.432,0.641,flood,meters
EUR_FLOO_043477,42.02,-0.28,1.55,1.815,2.396,0.24,0.347,0.648,flood,meters
EUR_FLOO_043478,42.02,-0.19,1.475,1.816,2.24,0.261,0.317,0.651,flood,meters
EUR_FLOO_043479,42.02,-0.1,1.422,1.77,2.189,0.216,0.335,0.479,flood,meters
EUR_FLOO_043480,42.02,-0.01,1.45,1.768,2.325,0.243,0.404,0.527,flood,meters
EUR_FLOO_043481,42.02,0.08,1.307,1.628,2.17,0.326,0.341,0.439,flood,meters
EUR_FLOO_043482,42.02,0.17,1.318,1.641,2.002,0.323,0.388,0.414,flood,meters
EUR_FLOO_043483,42.02,0.26,1.473,1.836,2.47,0.323,0.419,0.639,flood,meters
EUR_FLOO_043484,42.02,0.35,1.484,1.776,2.218,0.27,0.372,0.484,flood,meters
EUR_FLOO_043485,42.02,0.44,1.325,1.619,1.988,0.255,0.282,0.398,flood,meters
EUR_FLOO_043486,42.02,0.53,1.356,1.602,2.14,0.207,0.313,0.484,flood,meters
EUR_FLOO_043487,42.02,0.62,1.404,1.653,2.22,0.254,0.365,0.608,flood,meters
EUR_FLOO_043488,42.02,0.71,1.428,1.776,2.374,0.267,0.324,0.49,flood,meters
EUR_FLOO_043489,42.02,0.8,1.46,1.708,2.2,0.281,0.366,0.624,flood,meters
EUR_FLOO_043490,42.02,0.89,1.466,1.804,2.306,0.243,0.304,0.586,flood,meters
EUR_FLOO_043491,42.02,0.98,1.399,1.715,2.081,0.262,0.295,0.609,flood,meters
EUR_FLOO_043492,42.02,1.07,1.386,1.719,2.301,0.281,0.26,0.497,flood,meters
EUR_FLOO_043493,42.02,1.16,1.287,1.482,1.845,0.266,0.285,0.418,flood,meters
EUR_FLOO_043494,42.02,1.25,1.398,1.739,2.2,0.327,0.372,0.651,flood,meters
EUR_FLOO_043495,42.02,1.34,1.399,1.735,2.148,0.342,0.301,0.582,flood,meters
EUR_FLOO_043496,42.02,1.43,1.304,1.504,1.929,0.219,0.342,0.46,flood,meters
EUR_FLOO_043497,42.02,1.52,1.436,1.774,2.335,0.247,0.37,0.518,flood,meters
EUR_FLOO_043498,42.02,1.61,1.44,1.662,2.095,0.279,0.373,0.522,flood,meters
EUR_FLOO_043499,42.02,1.7,1.32,1.519,2.031,0.311,0.338,0.501,flood,meters
EUR_FLOO_043500,42.02,1.79,1.374,1.62,2.075,0.255,0.39,0.416,flood,meters
EUR_FLOO_043501,42.02,1.88,1.556,1.939,2.609,0.328,0.303,0.571,flood,meters
EUR_FLOO_043502,42.02,1.97,1.359,1.642,2.056,0.248,0.365,0.484,flood,meters
EUR_FLOO_043503,42.02,2.06,1.431,1.759,2.256,0.297,0.395,0.663,flood,meters
EUR_FLOO_043504,42.02,2.15,1.505,1.844,2.221,0.287,0.292,0.568,flood,meters
EUR_FLOO_043505,42.02,2.24,1.515,1.86,2.368,0.324,0.294,0.49,flood,meters
EUR_FLOO_043506,42.02,2.33,1.524,1.866,2.368,0.284,0.358,0.637,flood,meters
EUR_FLOO_043507,42.02,2.42,1.305,1.565,2.103,0.319,0.39,0.514,flood,meters
EUR_FLOO_043508,42.02,2.51,1.441,1.774,2.243,0.337,0.434,0.588,flood,meters
EUR_FLOO_043509,42.02,2.6,1.412,1.678,2.055,0.273,0.396,0.463,flood,meters
EUR_FLOO_043510,42.02,2.69,1.303,1.517,1.887,0.301,0.272,0.535,flood,meters
EUR_FLOO_043511,42.02,2.78,1.324,1.638,2.129,0.301,0.247,0.63,flood,meters
EUR_FLOO_043512,42.02,2.87,1.419,1.675,2.038,0.276,0.387,0.54,flood,meters
EUR_FLOO_043513,42.02,2.96,1.482,1.809,2.191,0.229,0.388,0.504,flood,meters
EUR_FLOO_043514,42.02,3.05,1.353,1.581,1.955,0.271,0.273,0.474,flood,meters
EUR_FLOO_043515,42.02,3.14,1.581,1.932,2.566,0.264,0.434,0.7,flood,meters
EUR_FLOO_043516,42.02,3.23,1.53,1.912,2.332,0.297,0.415,0.519,flood,meters
EUR_FLOO_043517,42.02,3.32,1.593,1.973,2.537,0.341,0.36,0.544,flood,meters
EUR_FLOO_043518,42.02,3.41,1.541,1.863,2.276,0.368,0.352,0.641,flood,meters
EUR_FLOO_043519,42.02,3.5,1.513,1.851,2.281,0.325,0.449,0.492,flood,meters
EUR_FLOO_043520,42.02,3.59,1.388,1.662,2.128,0.308,0.32,0.43,flood,meters
EUR_FLOO_043521,42.02,3.68,1.358,1.653,2.018,0.258,0.395,0.533,flood,meters
EUR_FLOO_043522,42.02,3.77,1.351,1.561,1.911,0.25,0.247,0.41,flood,meters
EUR_FLOO_043523,42.02,3.86,1.486,1.836,2.33,0.257,0.285,0.481,flood,meters
EUR_FLOO_043524,42.02,3.95,1.56,1.887,2.509,0.366,0.304,0.6,flood,meters
EUR_FLOO_043525,42.02,4.04,1.446,1.771,2.291,0.327,0.279,0.61,flood,meters
EUR_FLOO_043526,42.02,4.13,1.341,1.602,1.988,0.27,0.378,0.526,flood,meters
EUR_FLOO_043527,42.02,4.22,1.37,1.596,2.023,0.252,0.299,0.599,flood,meters
EUR_FLOO_043528,42.02,4.31,1.302,1.561,1.901,0.315,0.25,0.471,flood,meters
EUR_FLOO_043529,42.02,4.4,1.503,1.873,2.293,0.287,0.468,0.647,flood,meters
EUR_FLOO_043530,42.02,4.49,1.561,1.89,2.271,0.303,0.411,0.544,flood,meters
EUR_FLOO_043531,42.02,4.58,1.467,1.83,2.236,0.329,0.372,0.488,flood,meters
EUR_FLOO_043532,42.02,4.67,1.44,1.675,2.131,0.29,0.272,0.457,flood,meters
EUR_FLOO_043533,42.02,4.76,1.412,1.726,2.203,0.257,0.337,0.66,flood,meters
EUR_FLOO_043534,42.02,4.85,1.431,1.721,2.208,0.289,0.34,0.487,flood,meters
EUR_FLOO_043535,42.02,4.94,1.335,1.562,1.904,0.316,0.33,0.459,flood,meters
EUR_FLOO_043536,42.02,5.03,1.475,1.817,2.303,0.222,0.325,0.542,flood,meters
EUR_FLOO_043537,42.02,5.12,1.375,1.692,2.266,0.339,0.327,0.457,flood,meters
EUR_FLOO_043538,42.02,5.21,1.458,1.758,2.151,0.233,0.367,0.507,flood,meters
EUR_FLOO_043539,42.02,5.3,1.476,1.796,2.167,0.303,0.419,0.441,flood,meters
EUR_FLOO_043540,42.02,5.39,1.467,1.788,2.298,0.297,0.375,0.489,flood,meters
EUR_FLOO_043541,42.02,5.48,1.483,1.743,2.132,0.316,0.339,0.602,flood,meters
EUR_FLOO_043542,42.02,5.57,1.316,1.538,1.961,0.241,0.256,0.484,flood,meters
EUR_FLOO_043543,42.02,5.66,1.536,1.796,2.3,0.25,0.432,0.464,flood,meters
EUR_FLOO_043544,42.02,5.75,1.337,1.582,2.119,0.218,0.278,0.588,flood,meters
EUR_FLOO_043545,42.02,5.84,1.357,1.597,2.056,0.313,0.26,0.598,flood,meters
EUR_FLOO_043546,42.02,5.93,1.63,1.978,2.544,0.32,0.309,0.581,flood,meters
EUR_FLOO_043547,42.02,6.02,1.48,1.737,2.252,0.332,0.348,0.531,flood,meters
EUR_FLOO_043548,42.02,6.11,1.634,2.01,2.527,0.296,0.415,0.509,flood,meters
EUR_FLOO_043549,42.02,6.2,1.416,1.71,2.275,0.278,0.383,0.472,flood,meters
EUR_FLOO_043550,42.02,6.29,1.542,1.913,2.436,0.264,0.474,0.65,flood,meters
EUR_FLOO_043551,42.02,6.38,1.464,1.786,2.222,0.352,0.428,0.584,flood,meters
EUR_FLOO_043552,42.02,6.47,1.624,2.004,2.669,0.391,0.355,0.607,flood,meters
EUR_FLOO_043553,42.02,6.56,1.571,1.891,2.516,0.309,0.452,0.703,flood,meters
EUR_FLOO_043554,42.02,6.65,1.611,1.993,2.637,0.246,0.311,0.73,flood,meters
EUR_FLOO_043555,42.02,6.74,1.562,1.874,2.419,0.359,0.425,0.59,flood,meters
EUR_FLOO_043556,42.02,6.83,1.63,1.909,2.32,0.278,0.46,0.602,flood,meters
EUR_FLOO_043557,42.02,6.92,1.622,1.916,2.448,0.25,0.474,0.659,flood,meters
EUR_FLOO_043558,42.02,7.01,1.502,1.872,2.41,0.266,0.461,0.572,flood,meters
EUR_FLOO_043559,42.02,7.1,1.448,1.685,2.094,0.293,0.291,0.523,flood,meters
EUR_FLOO_043560,42.02,7.19,1.355,1.667,2.017,0.245,0.263,0.542,flood,meters
EUR_FLOO_043561,42.02,7.28,1.507,1.773,2.361,0.295,0.321,0.619,flood,meters
EUR_FLOO_043562,42.02,7.37,1.346,1.569,1.934,0.222,0.353,0.442,flood,meters
EUR_FLOO_043563,42.02,7.46,1.447,1.684,2.231,0.342,0.283,0.491,flood,meters
EUR_FLOO_043564,42.02,7.55,1.523,1.775,2.28,0.308,0.347,0.619,flood,meters
EUR_FLOO_043565,42.02,7.64,1.56,1.898,2.323,0.292,0.402,0.595,flood,meters
EUR_FLOO_043566,42.02,7.73,1.376,1.679,2.18,0.322,0.321,0.648,flood,meters
EUR_FLOO_043567,42.02,7.82,1.633,2.009,2.555,0.28,0.495,0.671,flood,meters
EUR_FLOO_043568,42.02,7.91,1.539,1.792,2.362,0.363,0.3,0.473,flood,meters
EUR_FLOO_043569,42.02,8.0,1.591,1.869,2.457,0.321,0.381,0.659,flood,meters
EUR_FLOO_043570,42.02,8.09,1.612,1.934,2.484,0.311,0.299,0.735,flood,meters
EUR_FLOO_043571,42.02,8.18,1.543,1.812,2.186,0.287,0.401,0.582,flood,meters
EUR_FLOO_043572,42.02,8.27,1.611,1.923,2.501,0.332,0.362,0.596,flood,meters
EUR_FLOO_043573,42.02,8.36,1.688,2.007,2.469,0.391,0.453,0.568,flood,meters
EUR_FLOO_043574,42.02,8.45,1.546,1.93,2.481,0.28,0.352,0.504,flood,meters
EUR_FLOO_043575,42.02,8.54,1.47,1.818,2.376,0.228,0.385,0.556,flood,meters
EUR_FLOO_043576,42.02,8.63,1.75,2.051,2.763,0.308,0.315,0.567,flood,meters
EUR_FLOO_043577,42.02,8.72,1.647,1.938,2.374,0.358,0.406,0.619,flood,meters
EUR_FLOO_043578,42.02,8.81,1.561,1.875,2.403,0.337,0.438,0.502,flood,meters
EUR_FLOO_043579,42.02,8.9,1.659,1.957,2.443,0.411,0.316,0.692,flood,meters
EUR_FLOO_043580,42.02,8.99,1.67,2.04,2.592,0.373,0.366,0.697,flood,meters
EUR_FLOO_043581,42.02,9.08,1.673,2.062,2.599,0.394,0.392,0.763,flood,meters
EUR_FLOO_043582,42.02,9.17,1.608,1.986,2.59,0.259,0.469,0.544,flood,meters
EUR_FLOO_043583,42.02,9.26,1.589,1.951,2.529,0.359,0.313,0.705,flood,meters
EUR_FLOO_043584,42.02,9.35,1.697,1.963,2.368,0.386,0.464,0.486,flood,meters
EUR_FLOO_043585,42.02,9.44,1.615,1.995,2.415,0.275,0.311,0.51,flood,meters
EUR_FLOO_043586,42.02,9.53,1.772,2.203,2.683,0.384,0.541,0.624,flood,meters
EUR_FLOO_043587,42.02,9.62,1.704,1.992,2.47,0.296,0.342,0.623,flood,meters
EUR_FLOO_043588,42.02,9.71,1.614,1.926,2.372,0.388,0.406,0.492,flood,meters
EUR_FLOO_043589,42.02,9.8,1.677,1.969,2.625,0.344,0.38,0.585,flood,meters
EUR_FLOO_043590,42.02,9.89,1.616,1.867,2.518,0.311,0.434,0.573,flood,meters
EUR_FLOO_043591,42.02,9.98,1.512,1.839,2.301,0.373,0.441,0.553,flood,meters
EUR_FLOO_043592,42.02,10.07,1.643,1.944,2.369,0.301,0.358,0.524,flood,meters
EUR_FLOO_043593,42.02,10.16,1.483,1.732,2.219,0.355,0.378,0.557,flood,meters
EUR_FLOO_043594,42.02,10.25,1.658,2.049,2.507,0.408,0.486,0.57,flood,meters
EUR_FLOO_043595,42.02,10.34,1.605,1.889,2.42,0.302,0.42,0.722,flood,meters
EUR_FLOO_043596,42.02,10.43,1.738,2.116,2.755,0.38,0.467,0.6,flood,meters
EUR_FLOO_043597,42.02,10.52,1.674,1.971,2.568,0.263,0.406,0.737,flood,meters
EUR_FLOO_043598,42.02,10.61,1.533,1.855,2.494,0.315,0.285,0.547,flood,meters
EUR_FLOO_043599,42.02,10.7,1.535,1.9,2.291,0.372,0.301,0.583,flood,meters
EUR_FLOO_043600,42.02,10.79,1.728,2.086,2.647,0.388,0.479,0.695,flood,meters
EUR_FLOO_043601,42.02,10.88,1.754,2.089,2.798,0.296,0.48,0.605,flood,meters
EUR_FLOO_043602,42.02,10.97,1.671,2.079,2.581,0.289,0.372,0.576,flood,meters
EUR_FLOO_043603,42.02,11.06,1.65,2.052,2.612,0.407,0.437,0.727,flood,meters
EUR_FLOO_043604,42.02,11.15,1.554,1.875,2.259,0.369,0.288,0.557,flood,meters
EUR_FLOO_043605,42.02,11.24,1.795,2.094,2.726,0.37,0.378,0.665,flood,meters
EUR_FLOO_043606,42.02,11.33,1.612,1.928,2.556,0.374,0.382,0.528,flood,meters
EUR_FLOO_043607,42.02,11.42,1.693,1.981,2.404,0.401,0.377,0.667,flood,meters
EUR_FLOO_043608,42.02,11.51,1.512,1.792,2.172,0.257,0.275,0.5,flood,meters
EUR_FLOO_043609,42.02,11.6,1.647,1.932,2.332,0.39,0.341,0.667,flood,meters
EUR_FLOO_043610,42.02,11.69,1.742,2.096,2.783,0.344,0.402,0.644,flood,meters
EUR_FLOO_043611,42.02,11.78,1.526,1.903,2.492,0.333,0.331,0.663,flood,meters
EUR_FLOO_043612,42.02,11.87,1.597,1.98,2.493,0.386,0.379,0.631,flood,meters
EUR_FLOO_043613,42.02,11.96,1.761,2.112,2.624,0.34,0.371,0.706,flood,meters
EUR_FLOO_043614,42.02,12.05,1.824,2.234,2.826,0.434,0.445,0.676,flood,meters
EUR_FLOO_043615,42.02,12.14,1.711,2.01,2.44,0.306,0.353,0.537,flood,meters
EUR_FLOO_043616,42.02,12.23,1.685,2.054,2.517,0.304,0.424,0.691,flood,meters
EUR_FLOO_043617,42.02,12.32,1.577,1.818,2.261,0.319,0.345,0.52,flood,meters
EUR_FLOO_043618,42.02,12.41,1.565,1.91,2.452,0.272,0.386,0.552,flood,meters
EUR_FLOO_043619,42.02,12.5,1.529,1.813,2.282,0.357,0.453,0.583,flood,meters
EUR_FLOO_043620,42.02,12.59,1.652,1.938,2.572,0.304,0.36,0.538,flood,meters
EUR_FLOO_043621,42.02,12.68,1.782,2.171,2.643,0.405,0.526,0.646,flood,meters
EUR_FLOO_043622,42.02,12.77,1.503,1.758,2.185,0.304,0.38,0.615,flood,meters
EUR_FLOO_043623,42.02,12.86,1.718,2.121,2.841,0.296,0.515,0.843,flood,meters
EUR_FLOO_043624,42.02,12.95,1.739,2.08,2.527,0.316,0.357,0.638,flood,meters
EUR_FLOO_043625,42.02,13.04,1.474,1.834,2.339,0.239,0.447,0.553,flood,meters
EUR_FLOO_043626,42.02,13.13,1.747,2.049,2.579,0.308,0.394,0.718,flood,meters
EUR_FLOO_043627,42.02,13.22,1.667,2.074,2.568,0.254,0.425,0.637,flood,meters
EUR_FLOO_043628,42.02,13.31,1.611,1.932,2.566,0.368,0.368,0.543,flood,meters
EUR_FLOO_043629,42.02,13.4,1.548,1.915,2.51,0.357,0.353,0.681,flood,meters
EUR_FLOO_043630,42.02,13.49,1.53,1.761,2.199,0.281,0.313,0.561,flood,meters
EUR_FLOO_043631,42.02,13.58,1.466,1.735,2.325,0.351,0.386,0.542,flood,meters
EUR_FLOO_043632,42.02,13.67,1.65,1.956,2.576,0.34,0.345,0.609,flood,meters
EUR_FLOO_043633,42.02,13.76,1.488,1.762,2.344,0.285,0.415,0.593,flood,meters
EUR_FLOO_043634,42.02,13.85,1.472,1.775,2.328,0.328,0.408,0.66,flood,meters
EUR_FLOO_043635,42.02,13.94,1.63,1.952,2.506,0.349,0.357,0.547,flood,meters
EUR_FLOO_043636,42.02,14.03,1.589,1.926,2.505,0.354,0.448,0.548,flood,meters
EUR_FLOO_043637,42.02,14.12,1.476,1.736,2.238,0.312,0.374,0.612,flood,meters
EUR_FLOO_043638,42.02,14.21,1.444,1.72,2.253,0.237,0.342,0.564,flood,meters
EUR_FLOO_043639,42.02,14.3,1.552,1.881,2.408,0.334,0.44,0.653,flood,meters
EUR_FLOO_043640,42.02,14.39,1.545,1.913,2.357,0.296,0.317,0.701,flood,meters
EUR_FLOO_043641,42.02,14.48,1.406,1.703,2.13,0.297,0.267,0.474,flood,meters
EUR_FLOO_043642,42.02,14.57,1.523,1.851,2.232,0.378,0.36,0.48,flood,meters
EUR_FLOO_043643,42.02,14.66,1.461,1.792,2.309,0.324,0.36,0.575,flood,meters
EUR_FLOO_043644,42.02,14.75,1.367,1.595,2.117,0.299,0.327,0.475,flood,meters
EUR_FLOO_043645,42.02,14.84,1.437,1.767,2.343,0.259,0.351,0.541,flood,meters
EUR_FLOO_043646,42.02,14.93,1.348,1.597,1.94,0.299,0.257,0.532,flood,meters
EUR_FLOO_043647,42.02,15.02,1.355,1.596,1.93,0.309,0.381,0.48,flood,meters
EUR_FLOO_043648,42.02,15.11,1.429,1.691,2.073,0.285,0.345,0.577,flood,meters
EUR_FLOO_043649,42.02,15.2,1.503,1.811,2.379,0.364,0.285,0.606,flood,meters
EUR_FLOO_043650,42.02,15.29,1.257,1.5,1.96,0.218,0.234,0.417,flood,meters
EUR_FLOO_043651,42.02,15.38,1.429,1.72,2.133,0.218,0.41,0.427,flood,meters
EUR_FLOO_043652,42.02,15.47,1.291,1.559,2.026,0.304,0.284,0.553,flood,meters
EUR_FLOO_043653,42.02,15.56,1.464,1.74,2.346,0.307,0.29,0.558,flood,meters
EUR_FLOO_043654,42.02,15.65,1.325,1.559,2.078,0.314,0.277,0.552,flood,meters
EUR_FLOO_043655,42.02,15.74,1.503,1.864,2.494,0.274,0.394,0.598,flood,meters
EUR_FLOO_043656,42.02,15.83,1.477,1.748,2.182,0.23,0.363,0.445,flood,meters
EUR_FLOO_043657,42.02,15.92,1.383,1.653,2.091,0.311,0.306,0.602,flood,meters
EUR_FLOO_043658,42.02,16.01,1.415,1.684,2.143,0.323,0.353,0.594,flood,meters
EUR_FLOO_043659,42.02,16.1,1.398,1.676,2.049,0.287,0.341,0.425,flood,meters
EUR_FLOO_043660,42.02,16.19,1.407,1.627,2.082,0.312,0.294,0.473,flood,meters
EUR_FLOO_043661,42.02,16.28,1.236,1.494,1.999,0.197,0.31,0.413,flood,meters
EUR_FLOO_043662,42.02,16.37,1.247,1.542,1.852,0.299,0.233,0.394,flood,meters
EUR_FLOO_043663,42.02,16.46,1.321,1.611,2.137,0.321,0.314,0.631,flood,meters
EUR_FLOO_043664,42.02,16.55,1.378,1.637,2.1,0.297,0.295,0.561,flood,meters
EUR_FLOO_043665,42.02,16.64,1.29,1.493,2.007,0.309,0.243,0.424,flood,meters
EUR_FLOO_043666,42.02,16.73,1.485,1.852,2.332,0.335,0.458,0.607,flood,meters
EUR_FLOO_043667,42.02,16.82,1.348,1.668,2.003,0.219,0.353,0.501,flood,meters
EUR_FLOO_043668,42.02,16.91,1.435,1.734,2.17,0.231,0.363,0.565,flood,meters
EUR_FLOO_043669,42.02,17.0,1.343,1.589,2.1,0.295,0.337,0.521,flood,meters
EUR_FLOO_043670,42.02,17.09,1.282,1.542,1.921,0.195,0.327,0.56,flood,meters
EUR_FLOO_043671,42.02,17.18,1.411,1.643,2.024,0.341,0.333,0.553,flood,meters
EUR_FLOO_043672,42.02,17.27,1.357,1.69,2.172,0.208,0.277,0.468,flood,meters
EUR_FLOO_043673,42.02,17.36,1.248,1.486,1.85,0.254,0.339,0.509,flood,meters
EUR_FLOO_043674,42.02,17.45,1.279,1.535,2.068,0.227,0.322,0.595,flood,meters
EUR_FLOO_043675,42.02,17.54,1.495,1.868,2.297,0.347,0.368,0.597,flood,meters
EUR_FLOO_043676,42.02,17.63,1.41,1.748,2.162,0.281,0.393,0.562,flood,meters
EUR_FLOO_043677,42.02,17.72,1.264,1.454,1.899,0.213,0.258,0.424,flood,meters
EUR_FLOO_043678,42.02,17.81,1.427,1.738,2.301,0.215,0.426,0.48,flood,meters
EUR_FLOO_043679,42.02,17.9,1.388,1.612,2.156,0.316,0.338,0.513,flood,meters
EUR_FLOO_043680,42.02,17.99,1.297,1.58,2.042,0.22,0.332,0.521,flood,meters
EUR_FLOO_043681,42.02,18.08,1.534,1.865,2.255,0.33,0.407,0.599,flood,meters
EUR_FLOO_043682,42.02,18.17,1.568,1.884,2.335,0.31,0.311,0.532,flood,meters
EUR_FLOO_043683,42.02,18.26,1.481,1.836,2.432,0.346,0.349,0.534,flood,meters
EUR_FLOO_043684,42.02,18.35,1.327,1.649,2.1,0.232,0.297,0.574,flood,meters
EUR_FLOO_043685,42.02,18.44,1.564,1.847,2.233,0.33,0.393,0.464,flood,meters
EUR_FLOO_043686,42.02,18.53,1.311,1.589,2.031,0.312,0.366,0.455,flood,meters
EUR_FLOO_043687,42.02,18.62,1.336,1.648,2.085,0.301,0.327,0.51,flood,meters
EUR_FLOO_043688,42.02,18.71,1.441,1.663,2.163,0.234,0.273,0.64,flood,meters
EUR_FLOO_043689,42.02,18.8,1.323,1.651,2.019,0.246,0.399,0.449,flood,meters
EUR_FLOO_043690,42.02,18.89,1.371,1.654,2.03,0.259,0.31,0.495,flood,meters
EUR_FLOO_043691,42.02,18.98,1.412,1.717,2.063,0.323,0.304,0.513,flood,meters
EUR_FLOO_043692,42.02,19.07,1.548,1.845,2.361,0.29,0.435,0.482,flood,meters
EUR_FLOO_043693,42.02,19.16,1.453,1.733,2.102,0.24,0.409,0.579,flood,meters
EUR_FLOO_043694,42.02,19.25,1.392,1.656,2.131,0.297,0.284,0.638,flood,meters
EUR_FLOO_043695,42.02,19.34,1.432,1.737,2.213,0.226,0.43,0.645,flood,meters
EUR_FLOO_043696,42.02,19.43,1.518,1.789,2.185,0.308,0.372,0.482,flood,meters
EUR_FLOO_043697,42.02,19.52,1.555,1.938,2.468,0.237,0.411,0.658,flood,meters
EUR_FLOO_043698,42.02,19.61,1.695,1.996,2.497,0.299,0.319,0.655,flood,meters
EUR_FLOO_043699,42.02,19.7,1.405,1.68,2.231,0.28,0.379,0.535,flood,meters
EUR_FLOO_043700,42.02,19.79,1.428,1.758,2.297,0.338,0.35,0.681,flood,meters
EUR_FLOO_043701,42.02,19.88,1.521,1.852,2.308,0.305,0.455,0.555,flood,meters
EUR_FLOO_043702,42.02,19.97,1.43,1.756,2.217,0.299,0.348,0.472,flood,meters
EUR_FLOO_043703,42.02,20.06,1.501,1.822,2.402,0.279,0.352,0.514,flood,meters
EUR_FLOO_043704,42.02,20.15,1.674,1.982,2.643,0.366,0.369,0.541,flood,meters
EUR_FLOO_043705,42.02,20.24,1.492,1.792,2.412,0.309,0.348,0.569,flood,meters
EUR_FLOO_043706,42.02,20.33,1.436,1.766,2.221,0.286,0.4,0.474,flood,meters
EUR_FLOO_043707,42.02,20.42,1.397,1.695,2.27,0.327,0.36,0.663,flood,meters
EUR_FLOO_043708,42.02,20.51,1.586,1.936,2.448,0.302,0.391,0.649,flood,meters
EUR_FLOO_043709,42.02,20.6,1.632,2.001,2.546,0.3,0.445,0.59,flood,meters
EUR_FLOO_043710,42.02,20.69,1.623,1.893,2.302,0.257,0.343,0.681,flood,meters
EUR_FLOO_043711,42.02,20.78,1.4,1.627,2.145,0.302,0.296,0.632,flood,meters
EUR_FLOO_043712,42.02,20.87,1.597,1.91,2.356,0.351,0.409,0.643,flood,meters
EUR_FLOO_043713,42.02,20.96,1.468,1.812,2.293,0.297,0.324,0.673,flood,meters
EUR_FLOO_043714,42.02,21.05,1.416,1.633,2.079,0.276,0.391,0.603,flood,meters
EUR_FLOO_043715,42.02,21.14,1.637,1.988,2.568,0.311,0.376,0.527,flood,meters
EUR_FLOO_043716,42.02,21.23,1.558,1.854,2.249,0.325,0.378,0.592,flood,meters
EUR_FLOO_043717,42.02,21.32,1.544,1.789,2.255,0.357,0.39,0.566,flood,meters
EUR_FLOO_043718,42.02,21.41,1.585,1.886,2.545,0.271,0.335,0.7,flood,meters
EUR_FLOO_043719,42.02,21.5,1.65,1.972,2.375,0.327,0.387,0.544,flood,meters
EUR_FLOO_043720,42.02,21.59,1.428,1.775,2.145,0.216,0.307,0.621,flood,meters
EUR_FLOO_043721,42.02,21.68,1.44,1.692,2.28,0.349,0.42,0.572,flood,meters
EUR_FLOO_043722,42.02,21.77,1.632,1.898,2.523,0.303,0.382,0.675,flood,meters
EUR_FLOO_043723,42.02,21.86,1.418,1.68,2.181,0.31,0.324,0.515,flood,meters
EUR_FLOO_043724,42.02,21.95,1.47,1.707,2.17,0.287,0.382,0.635,flood,meters
EUR_FLOO_043725,42.02,22.04,1.668,2.028,2.583,0.311,0.487,0.677,flood,meters
EUR_FLOO_043726,42.02,22.13,1.583,1.859,2.256,0.28,0.415,0.501,flood,meters
EUR_FLOO_043727,42.02,22.22,1.675,2.039,2.592,0.397,0.463,0.769,flood,meters
EUR_FLOO_043728,42.02,22.31,1.542,1.858,2.305,0.364,0.363,0.521,flood,meters
EUR_FLOO_043729,42.02,22.4,1.694,2.018,2.537,0.261,0.497,0.758,flood,meters
EUR_FLOO_043730,42.02,22.49,1.849,2.264,2.739,0.389,0.365,0.583,flood,meters
EUR_FLOO_043731,42.02,22.58,1.553,1.888,2.51,0.346,0.407,0.514,flood,meters
EUR_FLOO_043732,42.02,22.67,1.574,1.934,2.373,0.279,0.349,0.497,flood,meters
EUR_FLOO_043733,42.02,22.76,1.649,2.047,2.56,0.289,0.311,0.762,flood,meters
EUR_FLOO_043734,42.02,22.85,1.662,1.965,2.581,0.409,0.469,0.733,flood,meters
EUR_FLOO_043735,42.02,22.94,1.914,2.318,2.999,0.387,0.485,0.764,flood,meters
EUR_FLOO_043736,42.02,23.03,1.769,2.211,2.693,0.278,0.481,0.7,flood,meters
EUR_FLOO_043737,42.02,23.12,1.76,2.093,2.571,0.409,0.43,0.669,flood,meters
EUR_FLOO_043738,42.02,23.21,1.777,2.219,2.747,0.341,0.345,0.553,flood,meters
EUR_FLOO_043739,42.02,23.3,1.661,1.963,2.424,0.311,0.419,0.489,flood,meters
